student_id,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,exam_score,diet_quality_ord,internet_quality_ord,parental_education_level_ord,gender_Male,gender_Other,part_time_job_Yes,extracurricular_participation_Yes,study_attendance_interaction,total_social_hours,social_to_study_ratio,sleep_study_ratio
S1184,17,4.9,0.0,0.7,71.2,6.4,5,5,96.2,1,0,3,False,False,False,False,348.88000000000005,0.7,0.11864406779661016,1.0847457627118644
S1185,21,1.3,3.8,3.6,80.6,6.7,5,5,40.4,1,2,2,False,False,True,False,104.78,7.4,3.2173913043478266,2.91304347826087
S1186,18,0.0,1.9,1.5,82.4,5.6,3,8,55.2,1,1,2,False,False,False,False,0.0,3.4,3.4,5.6
S1187,23,4.9,1.5,3.5,84.3,6.8,0,4,73.8,1,1,2,True,False,False,False,413.07,5.0,0.847457627118644,1.1525423728813557
S1188,23,1.4,3.3,2.5,91.9,8.3,3,4,46.5,1,0,1,False,False,False,True,128.66,5.8,2.4166666666666665,3.458333333333334
S1189,22,3.2,2.0,1.6,78.2,5.6,2,7,60.5,1,1,1,True,False,False,True,250.24,3.6,0.8571428571428571,1.3333333333333333
S1190,23,1.7,3.8,1.2,82.3,7.9,6,5,55.4,0,2,3,True,False,False,False,139.91,5.0,1.8518518518518516,2.925925925925926
S1191,19,0.8,3.2,1.4,84.9,8.3,1,6,45.1,2,1,3,True,False,False,False,67.92,4.6,2.5555555555555554,4.611111111111112
S1192,17,4.3,3.3,2.3,86.5,5.5,4,6,69.4,0,2,3,False,False,False,False,371.95,5.6,1.0566037735849056,1.0377358490566038
S1193,23,4.6,0.9,1.9,86.0,4.8,4,6,81.3,2,2,3,True,False,False,False,395.59999999999997,2.8,0.5,0.8571428571428572
S1194,23,2.6,4.0,1.1,89.4,6.9,0,10,66.6,2,2,1,True,False,False,False,232.44000000000003,5.1,1.4166666666666665,1.9166666666666667
S1195,18,0.0,2.8,1.6,93.4,5.8,0,5,26.7,1,2,2,False,False,False,False,0.0,4.4,4.4,5.8
S1196,18,2.7,2.1,1.9,88.9,8.7,4,5,64.5,2,0,1,True,False,False,False,240.03000000000003,4.0,1.081081081081081,2.351351351351351
S1197,20,4.1,2.7,0.0,89.5,6.5,0,9,87.1,1,1,3,False,False,False,True,366.95,2.7,0.5294117647058825,1.2745098039215688
S1198,21,1.3,0.4,2.3,69.2,5.5,1,8,42.2,2,2,1,True,False,True,True,89.96000000000001,2.6999999999999997,1.1739130434782608,2.3913043478260874
S1199,19,3.8,3.0,0.7,85.5,5.1,2,4,61.6,1,2,2,False,False,False,False,324.9,3.7,0.7708333333333334,1.0625
S1200,23,3.5,1.3,0.5,89.8,7.8,2,7,81.9,1,2,2,False,False,False,False,314.3,1.8,0.4,1.7333333333333334
S1201,24,4.4,0.9,0.0,92.3,5.8,3,8,96.5,1,2,1,True,False,False,False,406.12,0.9,0.16666666666666666,1.074074074074074
S1202,23,3.7,0.7,0.0,78.1,6.6,1,9,85.1,1,1,0,True,False,False,False,288.96999999999997,0.7,0.14893617021276595,1.404255319148936
S1203,17,2.0,3.8,0.3,78.4,7.6,6,5,58.5,1,0,3,True,False,False,False,156.8,4.1,1.3666666666666665,2.533333333333333
S1204,20,5.3,1.7,1.0,79.3,5.9,0,3,78.4,1,2,2,True,False,False,True,420.28999999999996,2.7,0.4285714285714286,0.9365079365079366
S1205,21,3.3,4.3,3.9,90.4,6.4,0,4,56.4,1,2,1,False,True,False,False,298.32,8.2,1.9069767441860463,1.488372093023256
S1206,24,3.5,1.9,1.2,95.3,6.5,6,10,92.6,0,1,2,True,False,False,True,333.55,3.0999999999999996,0.6888888888888888,1.4444444444444444
S1207,20,2.1,0.5,2.0,80.9,7.3,3,6,62.3,0,2,2,False,False,False,True,169.89000000000001,2.5,0.8064516129032258,2.354838709677419
S1208,22,2.8,1.2,2.2,94.1,7.2,3,10,75.8,1,1,1,True,False,True,False,263.47999999999996,3.4000000000000004,0.8947368421052633,1.8947368421052633
S1209,21,2.2,4.0,1.9,86.2,6.2,0,5,47.1,0,1,1,False,False,False,True,189.64000000000001,5.9,1.84375,1.9375
S1210,23,3.2,2.3,1.7,83.8,6.6,0,9,66.3,0,2,3,False,False,True,False,268.16,4.0,0.9523809523809523,1.5714285714285712
S1211,23,6.1,1.8,0.5,82.9,6.1,6,3,98.3,2,2,2,False,False,False,True,505.69,2.3,0.323943661971831,0.8591549295774648
S1212,21,1.4,2.7,3.4,92.5,4.7,1,2,29.7,0,1,2,True,False,False,True,129.5,6.1,2.5416666666666665,1.9583333333333335
S1213,23,1.1,3.1,3.8,88.3,6.8,6,6,45.5,2,0,2,True,False,False,False,97.13000000000001,6.9,3.2857142857142856,3.2380952380952377
S1214,19,5.7,3.8,0.0,100.0,8.8,3,7,100.0,1,1,0,True,False,False,False,570.0,3.8,0.5671641791044776,1.3134328358208955
S1215,21,3.2,4.2,0.7,76.5,5.4,6,5,67.5,2,2,1,False,False,False,True,244.8,4.9,1.1666666666666667,1.2857142857142858
S1216,20,2.5,2.1,1.5,90.2,5.6,6,1,60.3,1,1,1,False,False,False,True,225.5,3.6,1.0285714285714287,1.5999999999999999
S1217,21,5.1,0.9,0.7,79.7,5.5,6,3,87.0,1,2,1,False,True,False,False,406.46999999999997,1.6,0.26229508196721313,0.9016393442622951
S1218,24,2.6,2.0,2.4,76.3,7.4,1,3,48.5,1,2,2,True,False,False,False,198.38,4.4,1.2222222222222223,2.055555555555556
S1219,23,6.2,2.8,1.0,84.9,7.0,5,4,100.0,1,2,3,False,False,False,False,526.38,3.8,0.5277777777777778,0.9722222222222222
S1220,19,4.5,1.3,4.2,86.4,6.3,0,10,82.1,1,1,1,False,False,False,False,388.8,5.5,1.0,1.1454545454545455
S1221,19,2.8,1.4,3.1,100.0,5.4,4,6,63.7,0,2,1,True,False,False,True,280.0,4.5,1.1842105263157896,1.4210526315789476
S1222,22,6.7,2.9,2.0,83.2,6.6,6,5,100.0,2,1,2,True,False,False,False,557.44,4.9,0.6363636363636364,0.8571428571428571
S1223,20,2.6,2.4,2.9,73.7,4.6,4,1,41.9,1,1,3,False,False,False,False,191.62,5.3,1.472222222222222,1.2777777777777777
S1224,18,4.6,2.5,3.0,87.7,6.7,5,6,72.7,1,0,2,False,False,False,False,403.41999999999996,5.5,0.9821428571428572,1.1964285714285716
S1225,18,3.9,1.6,1.2,64.3,7.5,0,9,74.3,2,1,3,False,False,False,True,250.76999999999998,2.8,0.5714285714285714,1.530612244897959
S1226,21,5.5,2.2,0.9,84.1,5.0,3,1,88.7,1,2,2,True,False,True,False,462.54999999999995,3.1,0.47692307692307695,0.7692307692307693
S1227,22,5.8,1.4,1.9,85.2,4.7,4,8,96.6,2,1,2,False,False,False,True,494.16,3.3,0.4852941176470588,0.6911764705882354
S1228,17,3.5,3.6,2.7,92.9,8.4,3,8,72.6,1,1,1,True,False,False,True,325.15000000000003,6.300000000000001,1.4000000000000001,1.8666666666666667
S1229,21,2.4,3.7,2.0,94.7,5.8,4,3,52.4,2,2,1,True,False,False,True,227.28,5.7,1.6764705882352942,1.7058823529411764
S1230,22,4.2,0.3,0.1,80.0,7.9,3,9,100.0,0,0,1,True,False,False,True,336.0,0.4,0.07692307692307693,1.5192307692307692
S1231,20,2.5,1.4,0.9,83.5,6.3,6,8,73.1,2,2,2,False,False,False,False,208.75,2.3,0.6571428571428571,1.8
S1232,20,6.5,0.7,1.7,77.3,6.3,4,3,100.0,2,1,3,False,False,False,False,502.45,2.4,0.32,0.84
S1233,20,3.7,1.7,1.7,73.7,7.0,3,10,80.8,1,0,3,False,False,False,True,272.69,3.4,0.7234042553191489,1.4893617021276595
S1234,20,3.0,2.4,4.0,88.1,5.4,5,5,62.9,0,2,1,True,False,False,False,264.29999999999995,6.4,1.6,1.35
S1235,20,3.8,0.8,0.3,72.3,6.7,1,3,71.5,1,0,1,False,False,False,False,274.73999999999995,1.1,0.22916666666666669,1.3958333333333335
S1236,22,1.5,1.4,2.4,80.9,6.0,3,5,46.2,2,2,1,True,False,False,False,121.35000000000001,3.8,1.52,2.4
S1237,22,2.0,1.3,3.4,75.0,4.9,1,9,53.8,1,1,1,False,False,True,False,150.0,4.7,1.5666666666666667,1.6333333333333335
S1238,19,5.3,2.7,4.3,90.5,6.9,1,4,74.2,1,0,2,True,False,False,True,479.65,7.0,1.1111111111111112,1.0952380952380953
S1239,24,2.5,2.6,1.4,100.0,6.2,0,6,52.5,0,0,3,True,False,False,False,250.0,4.0,1.1428571428571428,1.7714285714285716
S1240,18,1.9,1.6,2.3,72.0,6.3,6,3,51.2,1,0,3,True,False,False,False,136.79999999999998,3.9,1.3448275862068966,2.1724137931034484
S1241,23,4.3,2.7,2.4,66.5,5.0,5,3,60.6,1,0,2,True,False,True,False,285.95,5.1,0.9622641509433962,0.9433962264150944
S1242,20,5.3,1.8,2.0,83.8,8.4,1,5,91.5,2,2,2,False,False,False,False,444.14,3.8,0.6031746031746031,1.3333333333333335
S1243,17,4.6,2.2,1.7,85.2,7.6,2,8,87.3,1,1,2,False,False,False,False,391.91999999999996,3.9000000000000004,0.6964285714285715,1.3571428571428572
S1244,23,5.0,4.5,2.3,87.2,7.7,6,8,98.0,2,1,1,True,False,False,False,436.0,6.8,1.1333333333333333,1.2833333333333334
S1245,22,2.4,4.1,0.0,80.5,6.1,1,3,47.9,1,1,2,False,False,False,True,193.2,4.1,1.2058823529411764,1.7941176470588234
S1246,17,1.4,0.9,2.6,83.0,4.4,3,8,51.0,0,2,2,True,False,True,False,116.19999999999999,3.5,1.4583333333333335,1.8333333333333335
S1247,17,5.8,3.5,1.9,88.7,8.8,1,8,90.0,1,2,2,False,False,False,True,514.46,5.4,0.7941176470588236,1.2941176470588236
S1248,17,3.0,3.5,1.6,95.4,6.4,3,3,54.1,1,2,1,False,False,False,False,286.20000000000005,5.1,1.275,1.6
S1249,19,3.1,1.1,4.1,65.4,5.6,3,10,58.4,2,2,1,False,False,False,True,202.74000000000004,5.199999999999999,1.2682926829268293,1.3658536585365855
S1250,22,5.5,3.5,1.1,81.3,7.0,2,10,100.0,2,1,1,True,False,True,False,447.15,4.6,0.7076923076923076,1.0769230769230769
S1251,17,4.3,4.3,1.4,87.1,7.9,1,2,65.2,1,1,3,False,False,False,False,374.53,5.699999999999999,1.0754716981132075,1.4905660377358492
S1252,20,4.2,1.2,4.0,75.8,6.5,1,10,85.3,1,2,1,False,False,False,False,318.36,5.2,1.0,1.25
S1253,21,6.7,1.4,0.9,100.0,8.0,4,2,93.8,1,2,2,True,False,False,False,670.0,2.3,0.2987012987012987,1.0389610389610389
S1254,17,2.5,3.7,1.2,78.6,7.8,6,9,78.8,2,1,2,True,False,True,False,196.5,4.9,1.4000000000000001,2.2285714285714286
S1255,19,4.9,2.8,1.6,84.6,5.2,4,7,85.0,2,1,1,False,False,False,False,414.54,4.4,0.7457627118644068,0.8813559322033898
S1256,23,3.6,3.2,2.7,90.6,5.7,0,6,64.5,2,2,2,False,False,False,False,326.15999999999997,5.9,1.282608695652174,1.2391304347826089
S1257,22,3.9,2.9,2.0,79.1,7.6,3,7,71.0,1,2,3,False,False,False,False,308.48999999999995,4.9,1.0,1.551020408163265
S1258,24,5.8,3.0,0.4,66.5,3.2,2,8,90.8,1,1,1,False,False,False,False,385.7,3.4,0.5,0.4705882352941177
S1259,19,4.3,0.9,1.2,80.7,6.3,4,1,72.6,1,2,3,False,False,False,False,347.01,2.1,0.39622641509433965,1.1886792452830188
S1260,17,4.3,3.8,1.1,95.3,4.8,1,8,70.9,1,1,1,True,False,False,False,409.78999999999996,4.9,0.9245283018867926,0.9056603773584906
S1261,22,5.1,3.9,1.7,81.6,5.9,0,3,65.1,1,0,0,True,False,True,True,416.15999999999997,5.6,0.9180327868852459,0.9672131147540984
S1262,21,3.0,2.2,2.3,76.5,6.1,2,3,49.1,0,1,3,True,False,False,False,229.5,4.5,1.125,1.525
S1263,17,2.2,2.4,2.3,94.3,6.1,5,6,62.7,0,1,2,False,False,True,False,207.46,4.699999999999999,1.4687499999999998,1.9062499999999998
S1264,19,1.9,0.7,0.0,81.7,5.8,1,4,51.5,2,0,3,True,False,False,False,155.23,0.7,0.24137931034482757,2.0
S1265,18,0.6,3.1,3.0,79.9,5.2,1,4,18.4,2,2,2,False,False,False,False,47.940000000000005,6.1,3.8124999999999996,3.25
S1266,20,6.6,3.2,2.1,86.5,9.3,5,4,100.0,1,1,3,False,False,False,True,570.9,5.300000000000001,0.6973684210526317,1.223684210526316
S1267,24,1.8,2.4,3.3,92.7,8.7,3,10,53.3,1,2,2,False,False,True,False,166.86,5.699999999999999,2.0357142857142856,3.107142857142857
S1268,23,3.2,3.8,2.3,100.0,5.1,3,9,76.1,1,0,2,True,False,False,False,320.0,6.1,1.4523809523809523,1.2142857142857142
S1269,19,3.1,2.1,3.0,93.3,8.4,4,8,85.6,2,1,2,False,False,False,False,289.23,5.1,1.2439024390243902,2.048780487804878
S1270,22,4.0,3.2,2.3,96.6,6.0,4,3,63.0,2,2,1,True,False,True,True,386.4,5.5,1.1,1.2
S1271,24,4.7,1.3,3.3,79.9,6.7,1,1,73.6,2,2,3,False,False,True,False,375.53000000000003,4.6,0.8070175438596491,1.1754385964912282
S1272,24,4.8,2.5,2.4,74.7,6.4,6,1,76.2,2,2,1,True,False,True,False,358.56,4.9,0.8448275862068967,1.103448275862069
S1273,24,2.6,2.3,1.7,85.6,5.7,1,1,45.5,1,2,2,True,False,False,True,222.56,4.0,1.1111111111111112,1.5833333333333333
S1274,17,3.2,2.8,4.3,86.1,7.7,4,4,58.6,1,1,1,False,False,False,True,275.52,7.1,1.6904761904761902,1.8333333333333333
S1275,20,3.9,2.1,2.8,74.2,6.7,5,6,77.8,1,1,2,True,False,False,False,289.38,4.9,1.0,1.3673469387755102
S1276,17,3.1,2.3,2.4,83.2,5.9,4,4,61.5,1,2,1,True,False,True,True,257.92,4.699999999999999,1.146341463414634,1.4390243902439026
S1277,22,5.9,3.5,0.4,89.0,4.9,1,3,71.4,2,2,0,False,False,False,False,525.1,3.9,0.5652173913043478,0.7101449275362319
S1278,17,4.2,2.0,0.4,88.6,5.4,2,8,93.9,1,2,3,False,False,False,True,372.12,2.4,0.4615384615384615,1.0384615384615385
S1279,18,4.6,0.6,2.1,90.0,4.5,1,8,85.9,0,2,1,False,False,False,False,413.99999999999994,2.7,0.4821428571428572,0.8035714285714286
S1280,20,4.5,4.6,2.0,87.9,6.5,2,6,73.8,1,2,2,False,False,False,False,395.55,6.6,1.2,1.1818181818181819
S1281,20,5.3,4.2,1.1,79.9,5.1,2,9,83.3,2,1,1,False,False,True,False,423.47,5.300000000000001,0.8412698412698414,0.8095238095238095
S1282,22,3.8,0.9,2.0,79.9,6.2,1,10,79.7,1,2,0,True,False,True,False,303.62,2.9,0.6041666666666666,1.2916666666666667
S1283,23,1.6,3.3,3.5,73.0,8.1,6,1,47.1,2,2,1,True,False,True,False,116.80000000000001,6.8,2.6153846153846154,3.115384615384615
S1284,18,4.1,1.9,2.6,100.0,7.9,6,8,91.9,1,2,2,True,False,False,False,409.99999999999994,4.5,0.8823529411764707,1.5490196078431375
S1285,19,2.5,2.8,0.5,85.1,6.5,0,6,60.6,0,0,0,False,False,True,True,212.75,3.3,0.9428571428571428,1.8571428571428572
S1286,17,2.7,2.9,1.7,82.8,6.4,4,1,46.6,1,1,3,False,False,False,False,223.56,4.6,1.243243243243243,1.7297297297297298
S1287,21,4.4,2.2,0.9,75.7,8.8,6,4,84.2,2,0,1,True,False,False,True,333.08000000000004,3.1,0.5740740740740741,1.6296296296296298
S1288,17,5.4,1.6,1.4,100.0,7.1,3,5,95.5,1,1,1,True,False,False,False,540.0,3.0,0.46875,1.1093749999999998
S1289,24,3.5,1.7,1.3,74.3,6.1,1,7,73.5,2,2,1,False,False,False,True,260.05,3.0,0.6666666666666666,1.3555555555555554
S1290,17,4.0,1.4,1.3,80.7,4.8,2,8,75.9,1,0,0,True,False,False,False,322.8,2.7,0.54,0.96
S1291,19,6.1,1.5,0.4,89.2,7.0,1,9,100.0,0,1,2,False,False,False,False,544.12,1.9,0.2676056338028169,0.9859154929577465
S1292,17,3.9,2.4,1.7,91.0,7.5,4,6,74.2,2,1,3,False,False,True,True,354.9,4.1,0.8367346938775508,1.530612244897959
S1293,18,7.4,1.6,1.2,94.6,5.7,5,10,100.0,1,2,2,False,False,False,True,700.04,2.8,0.3333333333333333,0.6785714285714286
S1294,18,4.3,3.3,0.0,100.0,6.8,6,9,94.9,1,1,1,True,False,False,False,430.0,3.3,0.6226415094339622,1.2830188679245282
S1295,20,0.9,4.3,4.1,90.1,6.1,6,4,27.6,2,1,1,False,False,False,False,81.09,8.399999999999999,4.421052631578947,3.2105263157894735
S1296,22,4.6,1.8,3.0,74.4,6.3,6,8,86.2,1,1,1,False,False,False,False,342.24,4.8,0.8571428571428572,1.125
S1297,23,4.1,2.8,1.4,82.4,3.5,2,3,60.1,2,1,3,False,False,False,False,337.84,4.199999999999999,0.8235294117647058,0.6862745098039216
S1298,21,5.4,3.1,1.8,88.1,6.2,3,4,91.3,0,1,1,False,False,False,True,475.74,4.9,0.765625,0.96875
S1299,24,4.5,3.1,0.5,100.0,7.7,3,10,93.8,1,1,2,False,False,False,False,450.0,3.6,0.6545454545454545,1.4000000000000001
S1300,17,3.3,2.6,3.7,71.0,5.7,6,4,61.6,0,2,1,False,False,False,True,234.29999999999998,6.300000000000001,1.4651162790697676,1.3255813953488373
S1301,17,1.7,3.4,3.9,97.0,6.6,3,6,41.7,2,1,1,True,False,True,False,164.9,7.3,2.7037037037037033,2.444444444444444
S1302,19,3.2,3.1,2.0,86.8,5.6,5,9,74.5,1,0,1,False,False,False,False,277.76,5.1,1.2142857142857142,1.3333333333333333
S1303,22,2.2,1.0,2.9,93.4,6.9,6,6,63.7,2,2,0,False,False,False,False,205.48000000000002,3.9,1.21875,2.15625
S1304,18,2.6,3.5,2.0,84.0,6.2,0,1,39.6,2,1,2,True,False,False,False,218.4,5.5,1.5277777777777777,1.7222222222222223
S1305,21,4.4,3.6,0.3,76.6,5.4,2,5,87.5,1,2,1,False,False,False,True,337.04,3.9,0.7222222222222222,1.0
S1306,20,6.0,1.6,1.3,92.5,8.1,5,9,100.0,1,1,2,False,False,False,False,555.0,2.9000000000000004,0.4142857142857143,1.157142857142857
S1307,18,4.1,2.5,1.9,91.5,7.6,2,5,75.4,1,2,0,False,False,True,False,375.15,4.4,0.8627450980392158,1.4901960784313726
S1308,24,1.7,3.3,1.3,94.7,5.8,6,6,61.5,1,2,3,True,False,False,True,160.99,4.6,1.7037037037037035,2.148148148148148
S1309,22,4.2,2.2,1.6,84.9,7.1,5,3,73.3,1,2,1,True,False,False,True,356.58000000000004,3.8000000000000003,0.7307692307692308,1.3653846153846152
S1310,24,5.3,3.8,1.7,79.0,7.1,6,8,96.3,2,1,3,False,True,False,False,418.7,5.5,0.873015873015873,1.126984126984127
S1311,23,2.6,5.3,1.7,69.4,7.3,5,10,67.0,2,1,2,False,False,True,False,180.44000000000003,7.0,1.9444444444444444,2.0277777777777777
S1312,20,3.3,1.6,1.9,93.2,4.5,6,4,70.1,2,1,3,True,False,False,False,307.56,3.5,0.813953488372093,1.0465116279069768
S1313,23,3.5,0.8,0.6,89.2,7.7,0,4,84.2,2,2,1,False,False,False,False,312.2,1.4,0.3111111111111111,1.7111111111111112
S1314,19,2.3,2.9,1.0,75.3,5.8,2,5,48.9,2,2,2,False,False,False,True,173.18999999999997,3.9,1.1818181818181819,1.7575757575757576
S1315,24,4.5,3.4,0.4,79.6,6.1,5,10,98.8,1,0,1,False,False,False,False,358.2,3.8,0.6909090909090909,1.1090909090909091
S1316,19,3.3,2.2,2.9,80.3,9.7,0,9,76.1,2,0,1,False,False,True,False,264.98999999999995,5.1,1.1860465116279069,2.255813953488372
S1317,17,4.1,4.2,0.0,70.2,6.9,1,8,80.4,2,1,1,True,False,False,True,287.82,4.2,0.823529411764706,1.3529411764705883
S1318,23,2.2,0.9,3.1,76.8,6.0,6,7,64.1,1,0,1,True,False,False,False,168.96,4.0,1.25,1.875
S1319,22,2.8,3.3,3.3,73.7,3.9,4,5,59.4,2,1,3,True,False,False,True,206.35999999999999,6.6,1.736842105263158,1.0263157894736843
S1320,24,4.6,1.8,1.5,80.9,8.2,5,9,94.2,1,0,0,False,False,False,True,372.14,3.3,0.5892857142857143,1.4642857142857142
S1321,21,2.9,4.6,0.0,77.6,4.9,3,9,67.8,2,2,2,True,False,True,True,225.03999999999996,4.6,1.1794871794871795,1.2564102564102566
S1322,20,6.1,4.9,1.4,68.7,5.3,0,10,96.1,2,2,2,True,False,False,False,419.07,6.300000000000001,0.887323943661972,0.7464788732394366
S1323,18,2.9,1.6,1.7,100.0,6.1,0,10,70.2,2,2,2,True,False,False,False,290.0,3.3,0.8461538461538461,1.564102564102564
S1324,22,3.8,1.8,0.7,97.5,8.2,5,2,84.2,1,1,2,False,False,False,False,370.5,2.5,0.5208333333333334,1.7083333333333333
S1325,22,4.9,3.5,1.2,77.2,7.4,0,4,75.4,2,2,1,False,False,False,False,378.28000000000003,4.7,0.7966101694915254,1.2542372881355932
S1326,19,1.4,2.0,3.5,87.7,6.3,1,8,41.7,1,2,2,True,False,False,False,122.78,5.5,2.291666666666667,2.625
S1327,23,0.9,2.4,2.5,89.2,6.9,0,1,23.1,1,0,1,True,False,False,False,80.28,4.9,2.578947368421053,3.6315789473684212
S1328,24,1.2,2.5,0.8,96.9,5.8,4,5,50.3,2,2,3,False,False,True,False,116.28,3.3,1.4999999999999998,2.6363636363636362
S1329,24,5.4,0.2,0.0,76.8,6.7,4,8,100.0,1,1,2,True,False,False,False,414.72,0.2,0.03125,1.046875
S1330,17,2.7,2.5,1.4,95.9,6.6,6,2,52.2,2,1,3,True,False,False,False,258.93,3.9,1.054054054054054,1.7837837837837835
S1331,17,7.3,1.7,1.6,79.5,7.7,6,2,100.0,1,1,0,True,False,False,True,580.35,3.3,0.3975903614457831,0.927710843373494
S1332,20,2.7,1.9,2.3,71.6,7.7,3,8,71.2,1,0,1,True,False,False,False,193.32,4.199999999999999,1.1351351351351349,2.081081081081081
S1333,19,3.8,4.2,1.2,92.2,7.1,1,10,72.3,2,2,1,True,False,False,False,350.36,5.4,1.1250000000000002,1.4791666666666667
S1334,22,5.8,1.0,2.4,97.9,6.1,4,9,100.0,1,1,0,False,False,False,False,567.82,3.4,0.5,0.8970588235294117
S1335,24,6.5,3.5,3.9,100.0,7.4,5,7,100.0,0,1,1,True,False,False,True,650.0,7.4,0.9866666666666667,0.9866666666666667
S1336,21,6.6,2.2,2.7,73.0,6.4,2,8,100.0,2,0,2,False,False,False,True,481.79999999999995,4.9,0.6447368421052633,0.8421052631578948
S1337,19,5.3,2.2,1.7,92.0,5.2,2,5,93.1,1,2,1,True,False,False,False,487.59999999999997,3.9000000000000004,0.6190476190476191,0.8253968253968255
S1338,20,5.0,3.4,1.6,80.9,6.0,2,1,67.7,2,1,2,False,False,True,True,404.5,5.0,0.8333333333333334,1.0
S1339,20,4.4,2.9,1.4,92.8,6.6,6,4,77.9,1,2,3,False,False,False,True,408.32,4.3,0.7962962962962962,1.222222222222222
S1340,19,4.7,3.2,3.1,70.3,7.6,5,2,80.3,1,2,2,True,False,True,False,330.41,6.300000000000001,1.105263157894737,1.3333333333333333
S1341,20,2.7,3.7,1.1,72.4,6.3,0,3,44.3,1,1,1,False,False,False,False,195.48000000000002,4.800000000000001,1.2972972972972974,1.7027027027027026
S1342,19,2.3,2.1,1.8,77.2,5.0,5,3,54.7,1,1,1,True,False,False,False,177.56,3.9000000000000004,1.1818181818181819,1.5151515151515151
S1343,18,3.5,1.8,1.9,85.8,6.6,0,9,85.0,1,2,1,False,True,False,False,300.3,3.7,0.8222222222222223,1.4666666666666666
S1344,19,3.2,1.2,1.2,78.6,6.6,2,10,81.7,1,0,1,True,False,False,True,251.51999999999998,2.4,0.5714285714285714,1.5714285714285712
S1345,23,2.8,1.5,0.3,91.6,6.7,3,4,71.6,1,0,2,True,False,False,False,256.47999999999996,1.8,0.4736842105263158,1.7631578947368423
S1346,19,4.5,6.0,2.2,95.3,7.6,3,2,73.7,0,2,1,True,False,True,True,428.84999999999997,8.2,1.4909090909090907,1.3818181818181818
S1347,20,4.9,4.0,1.7,91.0,7.7,0,3,77.0,1,1,3,False,True,False,False,445.90000000000003,5.7,0.9661016949152542,1.3050847457627117
S1348,24,3.6,0.9,2.4,100.0,5.8,2,3,72.3,0,1,2,False,False,False,False,360.0,3.3,0.717391304347826,1.2608695652173914
S1349,23,5.7,0.9,1.2,89.2,5.8,5,7,100.0,0,1,2,False,False,False,False,508.44000000000005,2.1,0.31343283582089554,0.8656716417910447
S1350,20,1.8,3.1,3.1,72.8,5.3,3,8,54.0,2,1,1,True,False,False,False,131.04,6.2,2.2142857142857144,1.892857142857143
S1351,17,3.2,3.2,0.8,98.6,7.3,0,6,70.4,2,2,1,False,False,False,False,315.52,4.0,0.9523809523809523,1.738095238095238
S1352,17,2.4,3.2,3.7,78.9,8.2,5,4,47.0,2,2,2,True,False,False,True,189.36,6.9,2.0294117647058827,2.411764705882353
S1353,24,0.7,2.2,0.0,94.1,6.1,2,6,48.7,1,2,1,False,False,False,False,65.86999999999999,2.2,1.2941176470588236,3.5882352941176467
S1354,24,3.4,2.3,2.3,100.0,6.2,1,1,47.6,2,2,1,True,False,False,False,340.0,4.6,1.0454545454545452,1.409090909090909
S1355,23,3.3,2.9,2.3,89.6,8.3,2,10,81.1,2,1,1,True,False,True,False,295.67999999999995,5.199999999999999,1.2093023255813953,1.9302325581395352
S1356,18,5.8,2.6,0.9,70.0,7.1,6,8,100.0,2,1,1,True,False,True,False,406.0,3.5,0.5147058823529412,1.0441176470588236
S1357,24,4.4,0.0,2.3,75.8,7.0,2,1,81.9,1,1,2,True,False,False,False,333.52000000000004,2.3,0.4259259259259259,1.2962962962962963
S1358,17,2.0,2.2,3.2,98.2,5.1,5,5,56.3,2,1,1,False,False,False,False,196.4,5.4,1.8,1.7
S1359,19,6.3,1.5,0.0,83.3,7.3,5,2,100.0,2,2,2,True,False,False,True,524.79,1.5,0.20547945205479454,1.0
S1360,20,5.3,2.7,2.4,85.8,5.4,4,6,81.0,2,2,1,False,False,True,False,454.73999999999995,5.1,0.8095238095238095,0.8571428571428572
S1361,17,4.4,6.1,0.0,92.6,5.1,4,9,84.9,0,1,2,True,False,False,True,407.44,6.1,1.1296296296296295,0.9444444444444443
S1362,17,3.2,2.9,0.7,92.0,6.1,5,5,67.9,1,0,3,False,False,False,False,294.40000000000003,3.5999999999999996,0.857142857142857,1.4523809523809523
S1363,18,2.1,2.1,3.6,87.8,5.8,5,4,56.9,1,0,3,True,False,False,False,184.38,5.7,1.8387096774193548,1.8709677419354838
S1364,23,2.9,3.6,1.2,82.9,6.2,1,2,45.9,1,1,1,True,False,False,False,240.41,4.8,1.2307692307692308,1.5897435897435899
S1365,23,5.1,3.1,0.5,81.9,4.8,1,3,76.0,2,0,0,False,False,True,False,417.69,3.6,0.5901639344262296,0.7868852459016393
S1366,22,6.3,3.0,1.6,93.6,7.7,2,6,94.8,0,1,1,True,False,False,True,589.68,4.6,0.6301369863013698,1.0547945205479452
S1367,18,5.8,3.2,4.1,90.5,7.9,6,8,99.3,0,2,2,True,False,False,False,524.9,7.3,1.0735294117647058,1.161764705882353
S1368,19,2.8,5.0,0.0,82.4,4.2,3,8,71.0,1,2,2,False,False,True,False,230.72,5.0,1.3157894736842106,1.105263157894737
S1369,23,1.8,1.1,0.6,95.8,7.7,6,5,70.9,0,1,2,False,False,True,False,172.44,1.7000000000000002,0.6071428571428572,2.7500000000000004
